Gene stable ID,Brain,Colon,Esophagus,Heart,Kidney,Liver,Pancreas,Stomach,Gene type
ENSG00000295684,0.0011634799,0.0015619665,0.0004339379,0.0,0.0,0.0,0.0001788698,0.0007112648,lncRNA
ENSG00000295685,0.46904564,0.38998693,0.34058174,0.16694066,0.31700635,0.14050777,0.18092744,0.27781966,lncRNA
ENSG00000295686,0.15289734,0.16922836,0.1722626,0.07147214,0.1723895,0.16176386,0.21293914,0.2027484,lncRNA
ENSG00000295687,0.051491387,0.008172325,0.0028854727,0.0013732957,0.01570067,0.0026587483,0.003017992,0.033875987,lncRNA
ENSG00000295688,0.060478315,1.8874831,0.0006733803,0.00031468784,0.0012146347,0.00072745746,0.00086999993,0.0005639694,lncRNA
ENSG00000295689,0.04871636,0.2206894,0.22026964,0.352594,0.02251279,0.010914266,0.014041516,0.13883914,lncRNA
ENSG00000295690,0.08328214,0.012907836,0.007390429,0.0031339212,0.010167687,0.0012195142,0.0014622058,0.007285607,lncRNA
ENSG00000295691,0.2057842,0.0785952,0.027254699,0.006343859,0.01726467,0.0064842165,0.0015190885,0.021083444,lncRNA
ENSG00000295692,0.07962634,0.2198223,0.2786811,0.047724765,0.14131875,0.113122635,0.44622967,0.20885463,lncRNA
ENSG00000295693,0.035389263,0.0469197,0.047708895,0.024826594,0.12143057,0.010108933,0.0078115207,0.027387243,lncRNA
ENSG00000295694,0.0009229505,0.0013648076,0.0004897579,0.0002642322,0.0010403913,0.002063482,0.00037177862,0.0008403279,lncRNA
ENSG00000295695,0.0059400434,0.0063360077,0.0039108396,0.00129808,0.002087087,0.0,0.00012491927,0.0011395478,lncRNA
ENSG00000295696,0.0026747603,0.00080509944,0.00078816345,0.003527163,0.0,0.000101280144,0.00038596874,0.00078189,lncRNA
ENSG00000295697,0.22688544,0.13626763,0.108889796,0.042386927,0.16149168,0.06338927,0.071340315,0.105094284,lncRNA
ENSG00000295698,0.012144718,0.0045440756,0.004930186,0.013048546,0.0046013915,0.005715982,0.0040028957,0.0032056924,lncRNA
ENSG00000295699,0.08011085,0.03526371,0.028382806,0.016991608,0.043700997,0.008054901,0.013683659,0.01867012,lncRNA
ENSG00000295700,0.0030800933,0.0011810972,0.00073815463,0.0011788696,0.0022495566,0.008356017,0.001091862,0.00053523626,lncRNA
ENSG00000295701,0.0032827642,0.0057582315,0.0057106325,0.0033317523,0.0032289044,0.0032587838,0.0010063724,0.0061073625,lncRNA
ENSG00000295702,0.58685595,0.30737662,0.25531158,0.08916129,0.27324653,0.42502174,0.061548736,0.2652959,lncRNA
ENSG00000295703,0.015485711,0.05057243,0.052691355,0.027113248,0.46008164,0.008500684,0.013063162,0.053550437,lncRNA
ENSG00000295704,0.0,0.0037726206,0.003425702,0.0019209092,0.0,0.0009926561,0.001633685,0.00047805905,lncRNA
